username,date,tweet,fullname
@ShirairiyuHanzo,2025-03-28 23:27,Mereka berfikirnya secara harfiah tukeran kerjaan pdhl lo yg mau jadi TNI lo yg dijadiin pagar hidup nyuruh2 kita ikutan susah lagian klo bgitu tukeran sklian kita megang senpi mereka gausah trus kita todong di depan pala gmn rasanya wkwk,Han ハン
@ovr_sleepers,2025-03-28 23:27,"loh justru yang harus kita pegang TNI gaboleh semena mena itu UU, kita negara hukum. kalo mau berdalih ""toh selama ini mereka cuek aja"" disitu harus protes.
demo karena prasangka dengan dasar itu valid, kalau emang salah komunikasi ya pemerintahan dari kemaren harusnya turun.",Rant Account
@runsarinaldi,2025-03-28 23:25,"Yang jadi pertanyaan kenapa guru tidak mau mengajar di daerah konflik papua karena tidak ada yang menjamin keamanan, nah itu artinya aparat kita TNI belum dapat mengatasi sepak terjang KKB di Papua, ini yg menjadi PR pemerintah, menjamin rasa aman guru dan nakes di pelosok papua.",rei
@PallakaGO,2025-03-28 23:25,"Pasti baru dari hutan atau gunung, sdh menjadi berita jika RUU TNI itu dibahas diam2 dan sembunyi2 di hotel. Baca berita dululah...",Agus AS
@NabilaKeisha7,2025-03-28 23:24,"Tidak perlu berfikir berlebihan, toh RUU TNI ini sudah melalui mekanisme pembentukan UU & telah memenuhi asas legalitas. Selain itu di UU TNI juga tetap melarang prajurit TNI berbisnis & berpolitik praktis. Mari kita berfikir yang luas & membaca draf UU TNI yg akan disebarluaskan",Nabila Keisha
@19w1n,2025-03-28 23:24,Tolong tangkap provokator ini @DivHumas_Polri @ListyoSigitP @Puspen_TNI udah ngajak perang nih.. Masak dibiarin terus. Numpang hidup di sini tapi mau bikin kacau...,Ⓜ️35T🅰️KU🆖 🌱SEED
@anisya__,2025-03-28 23:24,"You know they are not organic 

With the word
‘…bersama TNI’

TNI aja gak bersama kita 😭, cinta bertepuk sebelah tangan kah?",Anisya Purnamasari
@_Nathnia,2025-03-28 23:23,Tpi bnr si satu sisi aku mikir TNI yg bnr2 krja apalgi dibgian papua pendalaman.,Natha
@EvelinFelle,2025-03-28 23:23,"Ada logika gk di pake memahami
MAHASISWA DAN TNI KEDUA KELAS Sosial yg berbeda 
Mahasiswa Adl Warga Sipil yg berdemo krn nurani dan solidaritas  mhs base nya belajar smua bid ilmu .   mhs krn biaya org tua.
TNI Institisi lembaga Negara
Berdinas dlm smua kegiatan Adl SOP resmi.",Evelin Felle
@nanigvrl,2025-03-28 23:23,Buat pemerintah polisi tni dpr dkk,⋆
@venussal_,2025-03-28 23:22,"Doakan semua yang sedang bersuara baik-baik saja. Semoga tidak ada korban lagi. Aku jg udh mulai koar2 di WA. Agak deg2an soalnya kerabat dekat ada yg TNI dan polri, khawatir pas lebaran ntar canggung. but fuck lah!
#TolakRUUTNI #TolakRUUPolri #TolakDwifungsiABRI  #TolakRUUPolisi",˗ˏˋ 𝔰𝔞𝔩 ࿐ྂ
@grok,2025-03-28 23:22,"Berita itu tampaknya valid berdasarkan laporan Tempo.co (26/3/2025) yang mengutip Brigjen Frega dari KEMHAN soal operasi siber TNI untuk melawan pihak yang melemahkan kepercayaan pada pemerintah. Logo ""Pandemic Talks"" kurang jelas asal-usulnya, mungkin acara diskusi, tapi tak ada bukti itu satire. Konteks UU TNI baru (20/3/2025) juga mendukung keaslian berita ini.",Grok
@filosofiksi,2025-03-28 23:22,"Kekhawatiran memang perlu, tapi kalau nggak ada celah, apa yang perlu dikhawatirkan? Kalau soal ketakutan TNI bakal berlaku keras ke rakyat, tanpa UU pun mereka bisa melakukannya. Tapi negara ini kan negara hukum. Nggak bisa didasarkan dengan prasangka saja.",Filosofiksi 
@punishe98373138,2025-03-28 23:22,"@Puspen_TNI melamar pekerjaan apapun pasti sudah paham pekerjaan nya,jadi TNI bertempur,jadi polri mengayomi masyarakat,jadi guru mengajar,jadi OB bersih2 , dll. Jadi dalam rekrutmen sampai kan,ke calon TNI polri 👍",punisher
@edibas81,2025-03-28 23:21,UU TNI jelas akan mempersempit jalur korupsi... Wajar di tentang oleh para pecinta korupsi,14 02
@aid_teaching,2025-03-28 23:20,#Polri #TNI hanya jadi pion pelindung kekuasaan kalau yang begini...,HEPI
@jpnncom,2025-03-28 23:20,"BAZNAS dan TNI AL Berangkatkan Pemudik Gratis dengan KRI Banjarmasin 592

jpnn.com/news/baznas-dan-tni…",JPNN.com
@AcepParjo,2025-03-28 23:20,"ORANG-ORANG KEBODOHAN DEMO TOLAK UU TNI...

LEBIH #FREEPALESTINE dan mereka tidak ada OTAKNYA...",acep parjo
@H1m4_W4r1,2025-03-28 23:20,"Konteksnya bukan disitu malih.
Memahami permasalahan aja blom sampe, udah langsung komentar luh.
Dasar bani 16%.
Ngihajajajaja",HimaWari
@noname10001000,2025-03-28 23:19,"Lu liat aja demo tandingan yg menerima UU TNI, liat dengan mata dan pikir pake otak, banyak mana yg nolak dan menerima 🤣 dari situ aja kelihatan kok benar salahnya dimana, jilat terus ya bang, sampe diangkat jadi mentri, itu juga kalo lu gk ngetwit ""kembali kebarisan perjuangan""",No.Name
@H1m4_W4r1,2025-03-28 23:19,Exclude 16% rakyatnya Emak Bull.,HimaWari
@pholsophilles,2025-03-28 23:19,wkwk twitt mu aja gak nunjukin kamu lebih pinter mbak. TNI udh dibiayai negara yang pastinya dari uang rakyat juga. rakyat protes jangan malah dibalikin suruh rakyat yang jaga. trs buat apa kita bayar pajak yang ga sedikit itu? be smart ya mbak🙏,Mr. James Dean
@isakrumbarar,2025-03-28 23:18,"Istilah kembali ke barak itu dalam konteks politik tetapi tugas sesuai seragam, pangkat peralatan/ alustita itu tetap jalan itu yg di minta mahasiswa, misal skg dana makan gratis dan program rumah desa di ambil oleh TNI, trus aparat yg berkaitan dan masyarakat untuk apa gt mind",isrum
@H1m4_W4r1,2025-03-28 23:18,"Bukan rakyat 16% tentunya.
Ngihahajajaa",HimaWari
@Keselnih,2025-03-28 23:18,"Abis nanya ke ortu yg milih 02 trkait ruu tni, mereka sama sekali gatau terkait demo atau apapun mengenai ruu tni. Akhrnya aku kasih liat beritanya dan kita debat panjang hehe
Smg mereka sadar, krna kalo bukan kita yang bergerak siapa lagi?
#TolakRevisiUUTNI 
#TolakRUUTNI",Apaan sih
@Blemod,2025-03-28 23:18,Salah sendiri jd tni kl nyali kecil cemen lbh baik kembali ke sipil aja ..,™9EM8EL.elit🇲🇨
@SuryoWijoyo5,2025-03-28 23:17,Disinilah klo nafsu berkata kata lupa akan tugas dan kewajiban serta yg utama keinginanya jdi anggota TNI. 😁,Prigel Migunani🔥 ♻️
@sayasiapa1798,2025-03-28 23:17,"""Tuhan, bantu kami agar RUU TNI dibatalin. Amin""",avanzado78
@Jinkeyssst,2025-03-28 23:17,"Logikanya yg demo itu kan memperjuangkan hak rakyat, polisi dan tni ini juga rakyat, knpa segitunya sama pendemo? emg klean g marah jg sama pemerintah? 

Tp yaudahlah emg otak kera g nyampe diajak main logika, semoga karir dan pkerjaan kalian dipersulit dan g berkah.",ᴊɪɴᴋᴇʏꜱ
@tepantapian,2025-03-28 23:16,"jgn ganggu tni ku 💀

terdengar seperti homo",tabir nestapa
@itsme_rama,2025-03-28 23:16,Itu Ormas mana mikir gituan. Dia pikir kan kalau dia bela nanti kalau ada apa apa bisa dibantu ama TNI. Malahan yang ada kerjaan malak memalak mereka langsung digusur sama TNI sendiri🤣🤣,YUSUFBAYAM88
@kenzo38000,2025-03-28 23:16,"Banyak yg gak faham ttg UU TNI, pasal mana yg membahayakan ? Mhm disebutkan scr jelas jgn hanya dengar2, sdgkan 16 lembaga yg boleh dijabat TNI aktif sgt linear kaitannya dgn menjaga Kedaulatan, apabila tni yg mau masuk lembaga sipil lainnya wajib pensiun (kembali menjadi sipil)",kenzo38000
@Boixos_Nois99,2025-03-28 23:15,Eh GOBLOKKKK! negara ini yg punya supremasi itu SIPIL! Bukan militer kaya di myanmar sana! Jd yg bisa mengatur itu ya SIPIL! Bukan TNI! Tolol lo monyet!,Ain'tnice Boozewithdone
@penikmatdramaa,2025-03-28 23:15,belajar lagi yah dik TNI dan polisi!🫵🤣,sasa
@BudiDarm,2025-03-28 23:15,"TNI ngeluarin budget 95M untuk buzzer
ini kenapa mereka ga kena efisiensi coba 🫠",B
@radaraktual,2025-03-28 23:15,"Alasan UU TNI Sengaja Disahkan saat Ramadan, Dandhy Laksono: Maksud Hati Biar gak Ada Demo Terus Sibuk Lebaran

radaraktual.com/226770/alasa…",radaraktualdotcom
@sinagano2,2025-03-28 23:14,"Keren kau Bang... Bukan cuma wajahmu yg bening.. Kata2mu juga bening...

@Puspen_TNI @DivHumas_Polri sadarlah klean sedikit... @DPR_RI pake otakmu..!!",Si Naga
@TeinjiDeWulf,2025-03-28 23:13,"Satu paket, soalnya buat belokin dari masalah utama (uu TNI dan ruu polri).",Teinji Leonhart
@AcepParjo,2025-03-28 23:13,"EMAK EMAK LEBIH KEBODOHAAAAANNNNN TOLAK UUN TNI!

TAU GAK DARI INI???",acep parjo
@ratiod243,2025-03-28 23:13,"Iiih takotnyeee si paling tau kalian, duit pajak gw dipake buat ngasih makan makhluk peneror rakyat? Apa bedanya lu lu pada sama teroris? @DivHumas_Polri @Puspen_TNI",M. B. K. D
@studiorimaa,2025-03-28 23:13,Udah dapet contohnya langsung,Broken Home TOLAK UU TNI
@grok,2025-03-28 23:12,"Jika RUU TNI disahkan, ada kekhawatiran bisa mirip Orde Baru 1998 karena peran militer di institusi sipil diperluas, berpotensi melemahkan kontrol sipil dan demokrasi. Namun, sistem demokrasi saat ini jadi pembeda, meski langkah menuju pengaruh militer lebih besar tetap mungkin. Publik dan pakar terbelah: ada yang takut militer dominan lagi, ada yang bilang tak akan kembali ke masa lalu. Menteri AHY yakin batas jelas, tapi vigilance tetap perlu. grok.x.com",Grok
@HutajuluJhonson,2025-03-28 23:12,"Jelaskan aja dlu isinya, ga usah lu sok pintar UU TNI, lu itu buzzer sama dengan yg demo akhir² ini merasa mahasiswa padahal mahasewa.",ADONAI
@Axelynn87,2025-03-28 23:11,"gerobak nasi goreng yg mangkal tp keadaan tutup ada tulisan gini ""tni dulu makan 1 kali"" ""tni sekarang makan 2 kali"" ntah apa artinya, makin panik dong ko masih mimpi di dalam mimpi, syukurnya setelah itu bangun beneran.",axelwithlopp˖⋆˚☆
@romoatheist,2025-03-28 23:11,"SOK IYES Banget Mau Bubarkan TNI

Giliran ditagih Debt Colector Lho Kabur,, Apalagi mau menghadapi teroris Papua ?

Apapun yg namanya mahasiswa #Pasti Jadi KRIMINAL TERORIS yg terlahir dari Kampus @univ_indonesia @UGMYogyakarta  dlsb",atheistan
@SuskonoThomas,2025-03-28 23:11,"Buzer, tanya BAPA lo gimana ketika TNI /ABRI di orde baru",Thomas Suskono Widjaja
@Prasejaya,2025-03-28 23:11,"Kan bagaimanapun juga, TNI & Polri adalah masyarakat. Cuman kayaknya pemerintah lupa kalau gak semua rakyatnya punya sawah buat dijual sebagai modal. Ini cerita negara Konoha bang bukan indo. Emang aneh Shikamaru pas jadi hokage. 🙏🙏",Edo Wijaya
@WongJowo003,2025-03-28 23:11,Lah tujuan mau masuk di sumpah jadi TNI & polisi cuma mau jadi banci gaya gayaan di tiktok atau mau berkorban buat masyarakat? Punya otak dungu banget asu,HAY INDONESIA
@SSalbini88492,2025-03-28 23:10,TNI cerdas,salbini
@Boixos_Nois99,2025-03-28 23:10,"Lo begok apa tolol? 
Kurang banyak apa TNI apa lg yg pada kerja ga bener? Suruh gantian ma mereka lah! Tolol logika lo!",Ain'tnice Boozewithdone
@hallo897,2025-03-28 23:10,masuk mau ngapain ?. bikin rusuh ?. intinya sdh jlskn RUU TNI ngk ada ke arh dwifungsi bhkan ttap mengutamakan supremasi sipil yang kalian gaungkan itu. jadi kalian mau Demo apalagi dan mau bikin propaganda apa lagi ?. subtansi yang kalian protes saja sdh Jelas Pro sipil.,yj9978
@Baguscar,2025-03-28 23:10,Mo TNI/POLRI yg sementara pegang sih gak masalah... but masalahnya Pemilu nnt akankah LUBER ? Kalau orang yg urus Dia dia juga ... ya gak beres² ini urusan ...,Rudy B
@lazadut_1,2025-03-28 23:09,"Min, gaji TNI itu berapa ya?.
Kadang mikir, kalo pas mereka nikahan bisa ngadain acara pedang pora, mewah di gedung megah yang pasti undang2 atasan2 mereka dan kawan2 sekompinya.
Kan mahal banget itu...",akun
@txtangkringan,2025-03-28 23:09,"Gelombang demi gelombang demonstrasi anarkis yang mengatasnamakan aspirasi menolak UU TNI misalnya, 

pada faktanya selalu disertai dengan perusakan dan pembakaran.",txtangkringan
@Harisaritonang,2025-03-28 23:08,"Mundur aja om dr TNI Khan bisa ngurangi beban negara, cukup yg tulus dan iklas saja mengabdi mereka JD tentara rakyat, komandan yg mana mengajari tentaravberpolitik melawan suara rakyat diajak mundur juga.",Haris Aritonang
@pulupulumiaw,2025-03-28 23:08,"Guys serius nanya. Temenku bilang draft RUU TNI yg asli kan udah dipublish ya terus dia nanya ""Bagian mana yg bikin kalian keberatan? Kan ga ada pasal yg bermakna dwifungsi"" Aku harus jawab apaaa yg gampang dimengerti?",zeke edelweiss #TOLAKRUUTNI
@chris_fisht0y,2025-03-28 23:08,tunjukan uu tni yang membuat agar para mahasiswa ga turun ke jalan buat demo tunjukan sini,wil.ly
@SuskonoThomas,2025-03-28 23:08,"Buzer, tanya BAPA lo gimana ketika TNI /ABRI di orde baru",Thomas Suskono Widjaja
@FYasmin2481,2025-03-28 23:07,kerend prajurit TNI,Fatimah Yasmin
@roro_anteng,2025-03-28 23:07,"Sebenarnya kita bangsa yang merdeka, yang kita butuhkan perdamaian persatuan dan kesatuan bangsa. 
UU TNI, Polri, Kejaksaan, Kuhap harusnya berpihak kepada kesejahteraan dan keamanan seluruh rakyat Indonesia. Yang seragamnya hanya untuk berkorban dan berbakti kepada Indonesia.",Niga Retnowati
@delgamr,2025-03-28 23:07,"Saya tahu benar Panglima ini bicara kebenaran. Sedih liat prajurit @Puspen_TNI yg masih banyaakk hidup prihatin . Beda dgn sebelahnya yg tingkat ""setara bintara"" saja mobilnya sdh berbilang",Mr
@arulfreedom,2025-03-28 23:06,"pilihan sulit, wowo turun Gb naik. demo lg terus. Gb turun, Triumvirat naik ( Tito, Sjafrie, Sugiono - Polisi, TNI, Gerindra). demo lg terus, bisa darurat militer 👐",arul
@grok,2025-03-28 23:06,"Penelitian menunjukkan polisi Indonesia kemungkinan bertanggung jawab atas penghalangan dan pemukulan tim medis saat protes RUU TNI, berdasarkan tuduhan di X dan laporan kekerasan polisi. Istilah ""Zionis"" di postingan tampak retoris, membandingkan tindakan polisi dengan penindas, menunjukkan ketidaksetujuan kuat. Namun, ada kontroversi karena beberapa laporan menyebut pengunjuk rasa yang menyerang medis, sehingga ada ketidakpastian siapa pelakunya. Protes menentang revisi UU TNI Maret 2025 yang memperluas peran militer di pemerintahan, ditakuti merusak demokrasi. Bukti langsung polisi menyerang tim medis terbatas, menambah kompleksitas narasi ini.",Grok
@SuskonoThomas,2025-03-28 23:06,"Buzer, tanya BAPA lo gimana ketika TNI /ABRI di orde baru",Thomas Suskono Widjaja
@menuruni,2025-03-28 23:06,setiap tni/polri yang mengerjakan jobdesc nya selalu haus pujian. tapi mahasiswa yang tugasnya belajar aja gapernah tuh minta dipuji.,َsenja
@hilchamns,2025-03-28 23:06,Seharusnya ini dipost pusat penerangan puspen tni irlandia,Hilcham Septiawan 🐣
@angkuku1985,2025-03-28 23:06,yg perlu di revisi itu otak otak para pejabat kotor itu dan hukum yg mst di tegakan terutama korupsi hukuman mati rampas aset nya bukan revisi tni kasi dia jabatan lagi duh oemerintah ini kacau,elon mas
@lfiansyahh,2025-03-28 23:05,"Kalo saya yg jadi TNI terus bilang gitu malu sih, jadi TNI itu pilihan saya dan saya paham akan resikonya, kalo pengen lebaran di rumah ngapain jadi TNI cok

#CabutUUTNI #TolakRUUPolri",Mickey
@studiorimaa,2025-03-28 23:05,"Udah gak ketolong, biadab",Broken Home TOLAK UU TNI
@ryu_santos1978,2025-03-28 23:05,Yg hunting baju juga lbh banyak daripada yg demo UU TNI btw,ryu santos
@_ariskaf,2025-03-28 23:05,Terus ntar yang jadi presiden dari kalangan TNI POLRI pada makin ngamuk juga? 😌,Ariska
@Nur06168340,2025-03-28 23:05,"Kebayang g kalau @infoBMKG dikelola oleh militer @Puspen_TNI ??
@corbuzier @prabowo ....
G bakal guna tuh para ahli geologi!!!

#TolakRevisiUUTNI #IndonesiaGelapJilid2",Nur
@ernaragil,2025-03-28 23:05,"Beginilah reaksi TNI yang tidak punya otak. Esensi kembali ke barak itu bukan berarti balik kampung goblog, tapi bekerja sesuai job desknya, bukan ngurusin masalah sipil. Bekerja sesuai job desknya saja kalian masih gagap kok mau dwifungsi.. 

#CabutUUTNI #TolakRUUPolri",ragil susanti
@grok,2025-03-28 23:04,"Informasi ini berasal dari laporan berita terpercaya seperti The Jakarta Post dan pernyataan resmi DPR. UU TNI disahkan DPR pada 20 Maret 2025, namun hingga 28 Maret 2025, belum jelas apakah presiden telah menandatanganinya, sesuai jendela 30 hari. grok.com",Grok
@studiorimaa,2025-03-28 23:04,@grok menghajar tim medis dan menghalangi medis itu perbuatan zionis atau polisi indo?,Broken Home TOLAK UU TNI
@orlandorheinaa,2025-03-28 23:04,"kmren gw nnton iNews terus di rundown beritanya ada ""rame aksi demo penolakan RUU TNI"" tpi pas gw tonton dri awal ampe akhir itu berita ga muncul.. cuman mudik, kebakaran rumah, jalur one way, pdahal udh nungguin itu jelas bgt, org gw depan tv tpi knapa ga di tayangin lagi cuy",rhiena
@SuskonoThomas,2025-03-28 23:04,"Buzer, tanya BAPA lo gimana ketika TNI /ABRI di orde baru",Thomas Suskono Widjaja
@Jackie_Kelg,2025-03-28 23:04,Ini Kemenhan bikin orang ga percaya TNI lagi. Kapan kira2 dia ditangkep?,Durand Leonardo
@mypreciousbooks,2025-03-28 23:04,Satgultor = satuan penanggulangan teror. Satuan khusus TNI yg isinya tiga matra,on reading slump
@grok,2025-03-28 23:03,"Pammula RI buru-buru naikkan RUU TNI, disahkan 20 Maret 2025, na RUU Polri masih dibahas, mungkinmo nguatkan peran TNI na Polri atas agenda Prabowo. Rakyat takut demokrasi na hak-hak asasi manusa terancam, protes muncul krn cepat na kurang konsultasi. Ini strategi awal Prabowo hindari oposisi besar.",Grok
@muninggar_92614,2025-03-28 23:02,...... sebenernya iya sih..,lavaan|Cabut UU TNI
@jaewoongie,2025-03-28 23:01,"— “oke biar gk rakyat vs rakyat, coba lu share tentang penolakan ruu tni yg di buat diem2 itu” DAN GONG NYA GAADA LAGI SG SINDIRIAN WKWKWKWK intinya bapak lo DPR 💫 dan FANATIK WKWKWKWKKWKWKW lebih2in BIM",jaez
@muninggar_92614,2025-03-28 23:01,lu semudah tinggal duduk di kursi bukan prioritas padahal. kenapa judge kemana2.. kita gatau hidup seseorang napa enak bgt judge ini itu si paling tau segala,lavaan|Cabut UU TNI
@ovr_sleepers,2025-03-28 23:01,"ga pernah ada kan larangan tni beli takjil ?.
bantuan bencana misalnya, tolong ya tolong aja. lepas senjata lepas seragam manajemennya biarin sipil. kalaupun emang manajemennya dongo, yaudah lakuin apa yang dibisa aja ga usah nyenggol",Rant Account
@SiswantoBudiut5,2025-03-28 23:01,"Perusuh bayaran harus secepatnya di bubarkan, Negara tidak boleh kalah dengan perusuh bayaran. Selesaikan TNI POLRI",Budi Utomo
@Kiwxuqin,2025-03-28 23:01,"Pusing banget mikirin dunia, padahal dunia sendiri juga lagi amburadul. Dari genosida, perang Rusia-Ukraina, konflik baru Israhell-suriah, bejat bejatnya pemerintah indo, ngeri ngerinya TNI dan polisi yang mukulin tim medis, deflasi di indo, semua bikin panik dan pusing.",부트라
@psychsjam,2025-03-28 23:00,"Masalahnya tu dwifungsinya banyak makan jabatan yang dulunya punya warga sipil. Selain itu, kek katanya hanya 14 lembaga? Nyatanya ada yg makan posisi di lembaga lain juga dengan masih status tni aktif... Dan background pendidikannya ga relevan ma jabatan yang diambil bjier...",●
@smangatttan,2025-03-28 23:00,"JUJURLY W HERAN BGT JUGA SM TNI YG SALAH MENGARTIKAN KEK.. YA ALLAH BUKTI INTELEGENSINYA EMANG RENDAH...
ya kan maksud dr ""TNI kembali ke barak "" itu yaudah TNI bekerja di ranah militer aja ga ke ranah sipil. malah balesannya ""ya gimana kalo sipil yg ngerjain tugas TNI"" 
lucu😅😅",sya1khaa²⁵ utbk era**
@akuNanaOri,2025-03-28 23:00,"Jujur, bkn pengguna ig atau tt, tp pernah d ajakin velocity  nyesel sih trend ini malah nutipin kasus ruu tni 😭 tmbah benci velocity gue",Awpikiran
@kiyyaaaaw,2025-03-28 22:59,"apasih dongo, kembalikan TNI ke barak tuh bukan berarti TNI diem doang di barak kagak ngapa-ngapain, tapi TNI bekerja sesuai tupoksinya aja gak usah ikut campur masalah sipil. Duh, dongo bgt deh heran.",keya
@s_mohode,2025-03-28 22:59,Ini manusia yg dengan angkuh dlm kampanye berjanji akan membuka 16 juta lapangan kerja ..tahu² yg ada UU TNI yang menghasilkan 16 kementerian/lembaga yg dapat dijabat TNI aktif..TERUS KEBOHONGAN APALAGI yg mau diumbar di masyarakat?????????,Sam MohodE
@delgamr,2025-03-28 22:58,"Mahasiswa nya spt ada yg supply.. dan sengaja dibentrokan sama @Puspen_TNI 
Harus segera di investigasi siapa penggerak mahasiswa penolak #RUUTNI 
Mereka begitu bodoh dan membabi buta menolak TNI tanpa fakta.",Mr
@ersmak,2025-03-28 22:58,"Mereka ini ngerti ga sih tuntutan ""kembali ke barak""?. malah nyenggol2 pengen balik ke rumah, balik ke kampung, nyuruh yg protes gantian sama tni..ya ampunnn..meni segitunya daya nalarnya",👽
